trade_date,open,high,low,close,volume,openinterest
2002-11-18,1.8573,1.8751,1.806,1.8119,92837.0,0.0
2002-11-19,1.8079,1.8336,1.7961,1.8257,40856.09,0.0
2002-11-20,1.8139,1.8198,1.7941,1.8,52393.05,0.0
2002-11-21,1.7981,1.802,1.7408,1.7487,109999.04,0.0
2002-11-22,1.7546,1.7744,1.7289,1.7526,55578.63,0.0
2002-11-25,1.7526,1.7882,1.7447,1.7585,37256.09,0.0
2002-11-26,1.7546,1.7763,1.7329,1.7388,32623.17,0.0
2002-11-27,1.7388,1.7704,1.721,1.7625,52678.55,0.0
2002-11-28,1.7783,1.804,1.7585,1.8,51293.66,0.0
2002-11-29,1.7981,1.8376,1.7744,1.8198,124753.17,0.0
2002-12-02,1.8178,1.8178,1.7625,1.7645,44526.73,0.0
2002-12-03,1.7585,1.7882,1.7585,1.7803,30833.79,0.0
2002-12-04,1.7941,1.7981,1.7724,1.7783,44043.5,0.0
2002-12-05,1.7585,1.7605,1.7348,1.7447,67168.68,0.0
2002-12-06,1.7388,1.7625,1.7348,1.7427,53805.83,0.0
2002-12-09,1.7427,1.7645,1.7348,1.7546,70450.01,0.0
2002-12-10,1.725,1.7605,1.7131,1.7171,546521.06,0.0
2002-12-11,1.7171,1.719,1.6973,1.7091,142927.61,0.0
2002-12-12,1.7091,1.723,1.6953,1.6993,113041.06,0.0
2002-12-13,1.6894,1.723,1.6617,1.7171,118175.46,0.0
2002-12-16,1.7151,1.7289,1.7032,1.7151,53939.6,0.0
2002-12-17,1.719,1.7329,1.7091,1.7171,102923.21,0.0
2002-12-18,1.725,1.7348,1.7091,1.7131,68782.66,0.0
2002-12-19,1.7131,1.7171,1.6973,1.7012,56773.47,0.0
2002-12-20,1.7012,1.7368,1.7012,1.7289,76913.8,0.0
2002-12-23,1.7289,1.7546,1.7289,1.7368,65714.63,0.0
2002-12-24,1.7348,1.7427,1.725,1.7348,38475.37,0.0
2002-12-25,1.7329,1.7408,1.7091,1.719,56281.31,0.0
2002-12-26,1.721,1.725,1.6716,1.6736,149575.81,0.0
2002-12-27,1.6716,1.6795,1.6578,1.6617,166259.17,0.0
2002-12-30,1.6637,1.6637,1.6202,1.6242,142089.02,0.0
2002-12-31,1.6242,1.64,1.5965,1.6084,92039.01,0.0
2003-01-02,1.6044,1.6123,1.5886,1.5926,111795.01,0.0
2003-01-03,1.5926,1.6044,1.5847,1.6044,37898.54,0.0
2003-01-06,1.6005,1.6202,1.5906,1.6123,43957.43,0.0
2003-01-07,1.6104,1.6281,1.5945,1.5965,26874.5,0.0
2003-01-08,1.5965,1.6894,1.5906,1.6637,114910.32,0.0
2003-01-09,1.6696,1.7526,1.6439,1.7269,364468.99,0.0
2003-01-10,1.7329,1.7506,1.7012,1.7012,257210.25,0.0
2003-01-13,1.6953,1.7151,1.6716,1.6854,67816.8,0.0
2003-01-14,1.6854,1.8534,1.6854,1.8534,931500.48,0.0
2003-01-15,1.8771,1.9067,1.7783,1.8178,689728.83,0.0
2003-01-16,1.8099,1.8731,1.7961,1.8376,310599.35,0.0
2003-01-17,1.8573,1.8791,1.8218,1.8376,217974.49,0.0
2003-01-20,1.8376,1.9225,1.8139,1.883,312577.33,0.0
2003-01-21,1.8731,1.9265,1.8514,1.8652,323533.58,0.0
2003-01-22,1.8376,1.8633,1.8376,1.8475,112948.9,0.0
2003-01-23,1.8494,1.8751,1.8336,1.8376,66939.92,0.0
2003-01-24,1.8376,1.9127,1.8277,1.885,174469.34,0.0
2003-01-27,1.8969,1.9798,1.8929,1.9324,349255.35,0.0
2003-01-28,1.9324,1.9522,1.9166,1.9344,116918.09,0.0
2003-01-29,1.9384,1.9719,1.9304,1.9443,226119.0,0.0
2003-02-10,1.9443,1.9443,1.885,1.887,106321.07,0.0
2003-02-11,1.8771,1.8929,1.8613,1.889,63178.98,0.0
2003-02-12,1.8791,1.9087,1.8672,1.9028,78526.99,0.0
2003-02-13,1.9087,1.9146,1.8633,1.8672,105291.08,0.0
2003-02-14,1.8731,1.8969,1.8712,1.8771,68660.79,0.0
2003-02-17,1.8731,1.885,1.8435,1.8554,71649.08,0.0
2003-02-18,1.8534,1.8633,1.8277,1.8455,62312.78,0.0
2003-02-19,1.8475,1.883,1.8376,1.8771,57840.07,0.0
2003-02-20,1.8712,1.885,1.8672,1.8731,60622.94,0.0
2003-02-21,1.8672,1.8751,1.8158,1.8317,149419.26,0.0
2003-02-24,1.8317,1.8435,1.8158,1.8198,64232.19,0.0
2003-02-25,1.8198,1.8573,1.8178,1.8534,66916.88,0.0
2003-02-26,1.8672,1.8672,1.8435,1.8514,47524.16,0.0
2003-02-27,1.8534,1.8929,1.8534,1.885,137475.31,0.0
2003-02-28,1.885,1.885,1.8534,1.8613,62775.08,0.0
2003-03-03,1.8573,1.8771,1.8554,1.8672,34341.61,0.0
2003-03-04,1.8771,1.9028,1.8712,1.887,128569.81,0.0
2003-03-05,1.8969,1.8969,1.8633,1.8811,72569.45,0.0
2003-03-06,1.883,1.8929,1.8554,1.8554,99448.05,0.0
2003-03-07,1.8554,1.8633,1.8494,1.8554,42148.69,0.0
2003-03-10,1.8554,1.8613,1.8119,1.8139,141184.38,0.0
2003-03-11,1.8099,1.8277,1.7981,1.806,109958.78,0.0
2003-03-12,1.806,1.8158,1.7961,1.8139,64425.05,0.0
2003-03-13,1.8099,1.8257,1.806,1.8119,51798.05,0.0
2003-03-14,1.8119,1.8376,1.8099,1.8257,57907.68,0.0
2003-03-17,1.8257,1.8317,1.8158,1.8238,76795.46,0.0
2003-03-18,1.8277,1.8672,1.8238,1.8415,133741.23,0.0
2003-03-19,1.8415,1.9067,1.8376,1.883,265707.24,0.0
2003-03-20,1.883,1.9146,1.8771,1.887,134176.48,0.0
2003-03-21,1.887,1.9285,1.8771,1.8969,186910.56,0.0
2003-03-24,1.8969,1.9225,1.8751,1.887,132626.49,0.0
2003-03-25,1.8811,1.8929,1.8712,1.883,91181.76,0.0
2003-03-26,1.8771,1.9285,1.8771,1.9166,297502.53,0.0
2003-03-27,1.9146,2.0628,1.9067,1.9937,685949.34,0.0
2003-03-28,1.9957,2.0371,1.9838,1.9976,456877.73,0.0
2003-03-31,1.9957,2.0451,1.9937,2.0312,268383.15,0.0
2003-04-01,2.0312,2.1241,2.0312,2.0648,924169.6,0.0
2003-04-02,2.0707,2.0925,2.0609,2.0747,153050.12,0.0
2003-04-03,2.0727,2.0885,2.0312,2.0332,475720.54,0.0
2003-04-04,2.0312,2.0806,2.0213,2.053,307315.24,0.0
2003-04-07,2.0569,2.1597,2.0569,2.134,675468.38,0.0
2003-04-08,2.128,2.1814,2.1063,2.1498,567351.77,0.0
2003-04-09,2.1537,2.3078,2.1537,2.292,1055396.26,0.0
2003-04-10,2.2743,2.377,2.2743,2.3138,2480141.91,0.0
2003-04-11,2.3316,2.3829,2.3019,2.3395,1143807.64,0.0
2003-04-14,2.3513,2.46,2.3078,2.4264,1425646.6,0.0
2003-04-15,2.4205,2.5015,2.4066,2.4857,1034159.47,0.0
2003-04-16,2.4896,2.6991,2.4501,2.4975,1577627.61,0.0
2003-04-17,2.5094,2.5568,2.3968,2.4639,973106.41,0.0
2003-04-18,2.3632,2.458,2.294,2.3711,649028.3,0.0
2003-04-21,2.3414,2.3711,2.2604,2.3039,926443.03,0.0
2003-04-22,2.3078,2.3612,2.3039,2.3316,473020.22,0.0
2003-04-23,2.3316,2.3434,2.2624,2.2683,521226.1,0.0
2003-04-24,2.2525,2.2624,2.1597,2.209,1010293.67,0.0
2003-04-25,2.209,2.2624,2.1893,2.217,290593.66,0.0
2003-04-28,2.2723,2.4383,2.2426,2.4363,1273454.28,0.0
2003-04-29,2.4086,2.4817,2.375,2.4264,900558.35,0.0
2003-04-30,2.4402,2.5054,2.4224,2.4422,877774.72,0.0
2003-05-12,2.4501,2.5489,2.3948,2.5193,675222.72,0.0
2003-05-13,2.5252,2.5687,2.373,2.3908,708194.31,0.0
2003-05-14,2.3829,2.4521,2.373,2.4383,438934.39,0.0
2003-05-15,2.4422,2.4995,2.4126,2.4481,423660.14,0.0
2003-05-16,2.46,2.5173,2.4383,2.4699,328354.22,0.0
2003-05-19,2.4718,2.4857,2.4066,2.4402,260127.5,0.0
2003-05-20,2.4303,2.4303,2.3711,2.381,257921.59,0.0
2003-05-21,2.3829,2.4303,2.373,2.381,144401.71,0.0
2003-05-22,2.381,2.456,2.3553,2.4462,275372.24,0.0
2003-05-23,2.4541,2.5094,2.4442,2.4679,457675.27,0.0
2003-05-27,2.4896,2.5291,2.4521,2.4699,354378.75,0.0
2003-05-28,2.4738,2.5094,2.4007,2.4145,386931.19,0.0
2003-05-29,2.4106,2.4303,2.3513,2.4086,415075.98,0.0
2003-05-30,2.4145,2.4284,2.3711,2.4027,180199.09,0.0
2003-06-02,2.4027,2.4165,2.3474,2.4106,225589.38,0.0
2003-06-03,2.4205,2.4501,2.3869,2.3968,273786.72,0.0
2003-06-04,2.3908,2.4402,2.3671,2.4363,267527.05,0.0
2003-06-05,2.4462,2.4778,2.4007,2.4027,388730.7,0.0
2003-06-06,2.3908,2.4205,2.3632,2.3691,275872.42,0.0
2003-06-09,2.3632,2.381,2.298,2.3039,263876.65,0.0
2003-06-10,2.3039,2.3474,2.3019,2.3217,124247.91,0.0
2003-06-11,2.3454,2.4066,2.3276,2.4027,174874.2,0.0
2003-06-12,2.4066,2.4106,2.3592,2.3711,124219.36,0.0
2003-06-13,2.3711,2.4047,2.3553,2.379,115641.76,0.0
2003-06-16,2.375,2.379,2.3138,2.3316,144708.61,0.0
2003-06-17,2.3276,2.3454,2.292,2.3157,142679.48,0.0
2003-06-18,2.3157,2.3493,2.3118,2.3138,133642.07,0.0
2003-06-19,2.3276,2.3454,2.2901,2.3197,163315.88,0.0
2003-06-20,2.3197,2.3296,2.2743,2.2782,129157.98,0.0
2003-06-23,2.2703,2.2723,2.2407,2.2466,173528.64,0.0
2003-06-24,2.2446,2.2644,2.2209,2.2367,171710.17,0.0
2003-06-25,2.2486,2.2565,2.2209,2.2308,84610.15,0.0
2003-06-26,2.2249,2.2861,2.217,2.2683,220108.04,0.0
2003-06-27,2.2723,2.2841,2.2288,2.2426,207925.92,0.0
2003-06-30,2.2328,2.3019,2.2189,2.2367,207732.28,0.0
2003-07-01,2.2367,2.3019,2.2367,2.2486,223447.22,0.0
2003-07-02,2.2604,2.3493,2.2486,2.3474,443302.11,0.0
2003-07-03,2.3513,2.373,2.3296,2.3592,432236.0,0.0
2003-07-04,2.3533,2.3632,2.3118,2.3296,146009.43,0.0
2003-07-07,2.3276,2.3533,2.296,2.3217,110785.37,0.0
2003-07-08,2.3177,2.3592,2.3157,2.3316,109535.06,0.0
2003-07-09,2.3335,2.3493,2.3138,2.3217,69153.01,0.0
2003-07-10,2.3177,2.3908,2.3039,2.3829,386595.77,0.0
2003-07-11,2.3849,2.3987,2.3592,2.373,187699.94,0.0
2003-07-14,2.373,2.381,2.3454,2.3493,106389.83,0.0
2003-07-15,2.3493,2.3948,2.3493,2.379,120975.5,0.0
2003-07-16,2.3968,2.4307,2.3948,2.4147,160519.63,0.0
2003-07-17,2.4207,2.4646,2.4008,2.4467,328371.53,0.0
2003-07-18,2.4427,2.4706,2.3788,2.3868,273837.46,0.0
2003-07-21,2.3788,2.3968,2.3609,2.3888,175407.65,0.0
2003-07-22,2.4048,2.4247,2.305,2.3269,330592.63,0.0
2003-07-23,2.3249,2.3389,2.289,2.313,133869.51,0.0
2003-07-24,2.313,2.3269,2.273,2.291,95936.47,0.0
2003-07-25,2.291,2.3249,2.2531,2.2711,155032.19,0.0
2003-07-28,2.2651,2.285,2.2431,2.277,140036.59,0.0
2003-07-29,2.275,2.313,2.275,2.301,103826.55,0.0
2003-07-30,2.301,2.313,2.2511,2.279,148987.73,0.0
2003-07-31,2.275,2.283,2.2411,2.2611,125039.79,0.0
2003-08-01,2.2611,2.307,2.2511,2.283,68858.22,0.0
2003-08-04,2.295,2.313,2.281,2.305,69837.72,0.0
2003-08-05,2.305,2.311,2.285,2.291,43900.58,0.0
2003-08-06,2.291,2.291,2.2611,2.2631,70620.4,0.0
2003-08-07,2.2511,2.3229,2.2511,2.289,132756.48,0.0
2003-08-08,2.285,2.289,2.2431,2.2591,91911.92,0.0
2003-08-11,2.2591,2.285,2.2471,2.275,39712.98,0.0
2003-08-12,2.273,2.293,2.2591,2.279,33402.11,0.0
2003-08-13,2.279,2.279,2.2371,2.2411,89651.2,0.0
2003-08-14,2.2411,2.2631,2.1932,2.1952,126175.62,0.0
2003-08-15,2.1952,2.2132,2.1513,2.1812,194369.15,0.0
2003-08-18,2.1753,2.1852,2.1493,2.1733,45721.1,0.0
2003-08-19,2.1753,2.2072,2.1693,2.1793,101386.92,0.0
2003-08-20,2.1852,2.1912,2.1593,2.1872,83824.52,0.0
2003-08-21,2.1872,2.1932,2.1533,2.1653,59174.31,0.0
2003-08-22,2.1613,2.1952,2.1314,2.1353,59992.88,0.0
2003-08-25,2.1154,2.1314,2.0855,2.0974,108129.66,0.0
2003-08-26,1.9957,2.0934,1.9957,2.0535,89548.92,0.0
2003-08-27,2.0535,2.0795,2.0156,2.0176,102655.1,0.0
2003-08-28,2.0256,2.0356,1.9837,1.9857,160326.85,0.0
2003-08-29,1.9837,2.0296,1.9797,2.0276,103623.07,0.0
2003-09-01,2.0276,2.0755,2.0156,2.0755,186899.63,0.0
2003-09-02,2.0735,2.0855,2.0316,2.0455,107277.27,0.0
2003-09-03,2.0416,2.0595,2.0196,2.0216,75306.65,0.0
2003-09-04,2.0196,2.0515,2.0116,2.0256,68351.18,0.0
2003-09-05,2.0276,2.0316,1.9757,1.9976,118195.05,0.0
2003-09-08,1.9957,2.0096,1.9837,1.9957,94565.79,0.0
2003-09-09,1.9976,2.0256,1.9717,1.9957,110955.34,0.0
2003-09-10,1.9957,2.0296,1.9897,2.0276,107507.57,0.0
2003-09-11,2.0336,2.0635,2.0256,2.0475,107143.61,0.0
2003-09-12,2.0356,2.0416,1.9857,1.9917,121799.01,0.0
2003-09-15,1.9857,1.9976,1.9039,1.9158,278773.04,0.0
2003-09-16,1.9118,1.9158,1.858,1.8919,234157.23,0.0
2003-09-17,1.8919,1.8919,1.858,1.8679,93238.89,0.0
2003-09-18,1.856,1.9019,1.852,1.8879,63444.65,0.0
2003-09-19,1.8859,1.9058,1.8799,1.8979,38372.6,0.0
2003-09-22,1.9019,1.9058,1.834,1.836,104275.02,0.0
2003-09-23,1.832,1.8779,1.822,1.8679,145315.72,0.0
2003-09-24,1.8679,1.9078,1.8659,1.8739,74401.06,0.0
2003-09-25,1.8799,1.8899,1.854,1.8699,68290.57,0.0
2003-09-26,1.8699,1.8879,1.8619,1.8839,48878.64,0.0
2003-09-29,1.8819,1.8959,1.8599,1.8619,87254.53,0.0
2003-09-30,1.8659,1.8939,1.838,1.8719,60331.83,0.0
2003-10-08,1.8659,1.8919,1.85,1.8759,21513.01,0.0
2003-10-09,1.8759,1.8919,1.8659,1.8699,19737.42,0.0
2003-10-10,1.8619,1.9298,1.832,1.8959,143573.24,0.0
2003-10-13,1.9078,1.9318,1.8919,1.9158,82141.96,0.0
2003-10-14,1.9258,1.9298,1.8839,1.8919,82876.92,0.0
2003-10-16,1.836,1.8659,1.8121,1.854,112429.73,0.0
2003-10-17,1.854,1.8679,1.832,1.856,103807.72,0.0
2003-10-20,1.846,1.8599,1.84,1.844,40355.04,0.0
2003-10-21,1.842,1.852,1.7941,1.8061,130362.01,0.0
2003-10-22,1.814,1.8959,1.8021,1.8819,203861.61,0.0
2003-10-23,1.8819,1.9238,1.8639,1.8839,160882.82,0.0
2003-10-24,1.8839,1.8919,1.858,1.8839,42459.29,0.0
2003-10-27,1.8919,1.8959,1.848,1.8679,60203.66,0.0
2003-10-28,1.858,1.9318,1.846,1.9298,147829.8,0.0
2003-10-29,1.9318,1.9897,1.9278,1.9877,372484.05,0.0
2003-10-30,1.9877,1.9877,1.9438,1.9557,116110.28,0.0
2003-10-31,1.9458,1.9697,1.9178,1.9458,103946.7,0.0
2003-11-03,1.9358,1.9797,1.9218,1.9677,67682.77,0.0
2003-11-04,1.9677,2.0855,1.9677,2.0336,309130.72,0.0
2003-11-05,2.0336,2.0515,2.0156,2.0256,114142.54,0.0
2003-11-06,2.0256,2.0336,1.9817,1.9877,158754.77,0.0
2003-11-07,1.9857,1.9877,1.9178,1.9198,145065.46,0.0
2003-11-10,1.9258,1.9657,1.9118,1.9358,144412.42,0.0
2003-11-11,1.9517,1.9617,1.8999,1.9238,68032.68,0.0
2003-11-12,1.9158,1.9158,1.846,1.854,123844.95,0.0
2003-11-13,1.846,1.8679,1.818,1.836,74290.29,0.0
2003-11-14,1.846,1.8699,1.836,1.858,55908.07,0.0
2003-11-17,1.8599,1.8679,1.82,1.832,39480.2,0.0
2003-11-18,1.832,1.842,1.7961,1.814,83513.15,0.0
2003-11-19,1.8081,1.856,1.7981,1.846,59313.11,0.0
2003-11-20,1.846,1.8979,1.834,1.8819,138742.75,0.0
2003-11-21,1.8859,1.9438,1.856,1.8659,134082.85,0.0
2003-11-24,1.8619,1.9398,1.8619,1.9358,129689.27,0.0
2003-11-25,1.9258,1.9976,1.9258,1.9537,270277.8,0.0
2003-11-26,1.9537,1.9577,1.9258,1.9557,82822.69,0.0
